name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"Mitsu Sato Hair Academy","Overland Park","Certificate degree","Predominantly certificate-degree granting",,,,2013,29
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2011,9
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2010,6
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2008,1
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2009,1
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2007,2
"Moberly Area Technical Center","Moberly","Certificate degree","Predominantly certificate-degree granting",,,,2012,1
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2013,35
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2009,35
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2007,53
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2010,40
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2011,44
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2006,37
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2008,43
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2012,34
"Modern Beauty School Inc","Missoula","Certificate degree","Predominantly certificate-degree granting",,,,2005,33
"Modern Institute of Technology","Oxnard","Certificate degree","Predominantly certificate-degree granting",,,,2011,38
"Modern Techniques Beauty College","Lake Havasu City","Certificate degree","Predominantly certificate-degree granting",,,,2010,19
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2011,60
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2009,9
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2012,31
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2008,46
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2007,21
"Mojave Barber College","Victorville","Certificate degree","Predominantly certificate-degree granting",,,,2010,74
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2008,30
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2005,8
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2013,6
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2008,11
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2009,29
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2010,25
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2011,16
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2006,24
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2006,7
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2009,8
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2005,27
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2011,30
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2010,6
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2007,11
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2013,75
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2007,19
"Moler Barber College","Fargo","Certificate degree","Predominantly certificate-degree granting",,,,2012,5
"Moler Barber College","Oakland","Certificate degree","Predominantly certificate-degree granting",,,,2012,33
"Moler Hairstyling College","Gary","Certificate degree","Predominantly certificate-degree granting",,,,2008,21
"Moler Hollywood Beauty Academy","Cincinnati","Certificate degree","Predominantly certificate-degree granting",,,,2012,90
"Moler-Pickens Beauty Academy","Fairfield","Certificate degree","Predominantly certificate-degree granting",,,,2008,143
"Moler-Pickens Beauty Academy","Fairfield","Certificate degree","Predominantly certificate-degree granting",,,,2006,116
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2006,115
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2008,93
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2005,137
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2007,97
"Monroe 2 Orleans BOCES-Center for Workforce Development","Rochester","Certificate degree","Predominantly certificate-degree granting",,,,2009,114
"Monroe 2 Orleans BOCES-Center for Workforce Development","Rochester","Certificate degree","Predominantly certificate-degree granting",,,,2013,83
"Monroe 2 Orleans BOCES-Center for Workforce Development","Rochester","Certificate degree","Predominantly certificate-degree granting",,,,2010,175
"Monroe 2 Orleans BOCES-Center for Workforce Development","Rochester","Certificate degree","Predominantly certificate-degree granting",,,,2012,73
"Monroe 2 Orleans BOCES-Center for Workforce Development","Rochester","Certificate degree","Predominantly certificate-degree granting",,,,2011,86
"Montage Academy","Longmont","Certificate degree","Predominantly certificate-degree granting",,,,2013,47
"Montana Academy of Salons","Great Falls","Certificate degree","Predominantly certificate-degree granting",,,,2013,99
"Montana Academy of Salons","Great Falls","Certificate degree","Predominantly certificate-degree granting",,,,2012,109
"Montana Academy of Salons","Great Falls","Certificate degree","Predominantly certificate-degree granting",,,,2011,99
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2012,16
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2007,9
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2008,10
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2009,7
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2005,23
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2010,20
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2011,13
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2006,15
"Monteclaro Escuela de Hoteleria y Artes Culinarias","Rio Grande","Certificate degree","Predominantly certificate-degree granting",,,,2013,5
"Montessori Casa International","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2010,18
"Montessori Casa International","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2013,21
"Montessori Casa International","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2009,20
"Montessori Casa International","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2011,21
"Montessori Casa International","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2012,24
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2008,21
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2007,23
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2005,82
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2006,27
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2012,15
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2011,18
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2013,15
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2010,17
"Montessori Education Center of the Rockies","Boulder","Certificate degree","Predominantly certificate-degree granting",,,,2009,18
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2013,34
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2007,35
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2006,30
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2009,45
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2010,27
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2008,41
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2011,41
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2005,37
"Monty Tech","Fitchburg","Certificate degree","Predominantly certificate-degree granting",,,,2012,34
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2007,3
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2012,40
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2008,59
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2010,60
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2006,29
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2011,65
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2013,58
"Moore Career College","Baton Rouge","Certificate degree","Predominantly certificate-degree granting",,,,2009,43
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2008,27
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2011,21
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2012,28
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2009,49
"Morgantown Beauty College Inc","Morgantown","Certificate degree","Predominantly certificate-degree granting",,,,2010,27
"Morris County Vocational School District","Denville","Certificate degree","Predominantly certificate-degree granting",,,,2011,52
"Morris County Vocational School District","Denville","Certificate degree","Predominantly certificate-degree granting",,,,2012,42
"Morris County Vocational School District","Denville","Certificate degree","Predominantly certificate-degree granting",,,,2009,67
"Morris County Vocational School District","Denville","Certificate degree","Predominantly certificate-degree granting",,,,2013,63
"Motif Beauty Academy","Winchester","Certificate degree","Predominantly certificate-degree granting",,,,2006,24
"Motif Beauty Academy","Winchester","Certificate degree","Predominantly certificate-degree granting",,,,2007,33
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2013,26
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2009,52
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2008,49
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2012,33
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2010,41
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2007,43
"Mountain State School of Massage","Charleston","Certificate degree","Predominantly certificate-degree granting",,,,2011,24
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2007,88
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2011,64
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2010,52
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2009,26
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2006,67
"Mountaineer Beauty College","Saint Albans","Certificate degree","Predominantly certificate-degree granting",,,,2008,51
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2010,533
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2013,821
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2008,918
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2012,875
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2011,610
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2007,1643
"Mountainland Applied Technology College","Lehi","Certificate degree","Predominantly certificate-degree granting",,,,2009,606
"Mr Bernards School of Hair Fashion Inc","Lewiston","Certificate degree","Predominantly certificate-degree granting",,,,2006,93
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2010,34
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2008,47
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2009,39
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2006,26
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2013,26
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2012,28
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2007,37
"Mr Jim's College of Cosmetology","Owensboro","Certificate degree","Predominantly certificate-degree granting",,,,2011,40
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2010,36
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2005,65
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2013,42
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2007,43
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2006,53
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2008,32
"Mr John's School of Cosmetology & Nails-Jacksonville","Jacksonville","Certificate degree","Predominantly certificate-degree granting",,,,2009,37
"Mr Leon's School of Hair Design-Lewiston","Lewiston","Certificate degree","Predominantly certificate-degree granting",,,,2005,27
"Mr Leon's School of Hair Design-Lewiston","Lewiston","Certificate degree","Predominantly certificate-degree granting",,,,2006,29
"Mr Leon's School of Hair Design-Moscow","Moscow","Certificate degree","Predominantly certificate-degree granting",,,,2006,29
"Mr Leon's School of Hair Design-Moscow","Moscow","Certificate degree","Predominantly certificate-degree granting",,,,2005,31
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2006,13
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2007,30
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2013,41
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2008,27
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2005,36
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2010,44
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2011,48
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2012,44
"Mr Wayne's School of Unisex Hair Design","Cookeville","Certificate degree","Predominantly certificate-degree granting",,,,2009,24
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2012,126
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2007,260
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2006,322
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2009,113
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2010,139
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2011,148
"Ms Roberts Academy of Beauty Culture-Villa Park","Villa Park","Certificate degree","Predominantly certificate-degree granting",,,,2008,107
"Mt. Diablo Adult Education-Mt. Diablo USD","Concord","Certificate degree","Predominantly certificate-degree granting",,,,2005,644
"Mt. Diablo Adult Education-Mt. Diablo USD","Concord","Certificate degree","Predominantly certificate-degree granting",,,,2006,439
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2007,308
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2011,197
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2009,165
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2008,91
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2012,221
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2013,161
"Mueller College","San Diego","Certificate degree","Predominantly certificate-degree granting",,,,2010,239
"My Le's Beauty College","Sacramento","Certificate degree","Predominantly certificate-degree granting",,,,2005,195
"My Le's Beauty College","Gretna","Certificate degree","Predominantly certificate-degree granting",,,,2012,68
"My Le's Beauty College","Sacramento","Certificate degree","Predominantly certificate-degree granting",,,,2008,97
"My Le's Beauty College","Gretna","Certificate degree","Predominantly certificate-degree granting",,,,2011,64
"My Le's Beauty College","Sacramento","Certificate degree","Predominantly certificate-degree granting",,,,2006,98
"My Le's Beauty College","Gretna","Certificate degree","Predominantly certificate-degree granting",,,,2013,57
"My Le's Beauty College","Sacramento","Certificate degree","Predominantly certificate-degree granting",,,,2007,128
"MyComputerCareer.com-Columbus","Westerville","Certificate degree","Predominantly certificate-degree granting",,,,2012,181
"MyComputerCareer.com-Columbus","Westerville","Certificate degree","Predominantly certificate-degree granting",,,,2009,411
"MyComputerCareer.com-Columbus","Westerville","Certificate degree","Predominantly certificate-degree granting",,,,2013,188
"MyComputerCareer.com-Columbus","Westerville","Certificate degree","Predominantly certificate-degree granting",,,,2011,551
"MyComputerCareer.com-Columbus","Westerville","Certificate degree","Predominantly certificate-degree granting",,,,2010,205
"MyComputerCareer.com-Indianapolis","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,2012,121
"MyComputerCareer.com-Indianapolis","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,2013,184
"MyComputerCareer.com-Indianapolis","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,2010,126
"MyComputerCareer.com-Indianapolis","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,2009,327
"MyComputerCareer.com-Indianapolis","Indianapolis","Certificate degree","Predominantly certificate-degree granting",,,,2011,387
"MyComputerCareer.com-Raleigh","Raleigh","Certificate degree","Predominantly certificate-degree granting",,,,2013,580
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2007,44
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2010,108
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2011,119
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2013,121
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2008,95
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2012,140
"MyrAngel Beauty Institute","San Lorenzo","Certificate degree","Predominantly certificate-degree granting",,,,2009,122
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2005,43
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2008,25
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2006,45
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2011,16
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2009,13
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2007,25
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2012,9
"NAWCC SCHOOL OF HOROLOGY","COLUMBIA","Certificate degree","Predominantly certificate-degree granting",,,,2010,19
"NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NEWARK","Certificate degree","Predominantly certificate-degree granting",,,,2005,77
"NEW DIRECTIONS HAIR ACADEMY","NASHVILLE","Certificate degree","Predominantly certificate-degree granting",,,,2005,160
"NEW DIRECTIONS HAIR ACADEMY-THE BEAUTY INSTITUTE","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2005,170
"NEW ENGLAND SCHOOL OF RADIOLOGIC TECHNOLOGY","RUTLAND","Certificate degree","Predominantly certificate-degree granting",,,,2005,23
"NEW HAMPSHIRE CAREER INSTITUTE","Concord","Certificate degree","Predominantly certificate-degree granting",,,,2005,27
"NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","Bridgton","Certificate degree","Predominantly certificate-degree granting",,,,2005,16
"NEW HORIZONS REGIONAL EDUC CENTER SCH OF PRAC NURS","HAMPTON","Certificate degree","Predominantly certificate-degree granting",,,,2005,152
"NEW WAVE HAIR ACADEMY","Memphis","Certificate degree","Predominantly certificate-degree granting",,,,2005,110
"NEW YORK TECHNICAL INSTITUTE OF HAWAII","HONOLULU","Certificate degree","Predominantly certificate-degree granting",,,,2005,112
"NNPS RRMC SCHOOL OF PRACTICAL NURSING","NEWPORT NEWS","Certificate degree","Predominantly certificate-degree granting",,,,2005,58
"NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY","NEWPORT NEWS","Certificate degree","Predominantly certificate-degree granting",,,,2005,56
"NORTH CENTRAL CAREER CENTER","BETHANY","Certificate degree","Predominantly certificate-degree granting",,,,2005,2
"NORTH FULTON BEAUTY COLLEGE","ROSWELL","Certificate degree","Predominantly certificate-degree granting",,,,2005,11
"NORTHWEST TECHNICAL SCHOOL","MARYVILLE","Certificate degree","Predominantly certificate-degree granting",,,,2005,42
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2010,154
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2008,269
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2009,341
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2005,402
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2007,622
"NTMA Training Centers of Southern California","Santa Fe Springs","Certificate degree","Predominantly certificate-degree granting",,,,2006,389
"Nashville Barber and Style Academy","Madison","Certificate degree","Predominantly certificate-degree granting",,,,2012,83
"Nashville Barber and Style Academy","Madison","Certificate degree","Predominantly certificate-degree granting",,,,2013,58
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2007,63
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2010,176
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2009,53
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2005,42
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2006,36
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2008,93
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2013,103
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2011,193
"National Academy of Beauty Arts-Farmington","Farmington","Certificate degree","Predominantly certificate-degree granting",,,,2012,76
"National Beauty College","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2013,120
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2013,76
"National Beauty College","Garland","Certificate degree","Predominantly certificate-degree granting",,,,2006,64
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2005,83
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2007,87
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2010,122
"National Beauty College","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2011,96
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2008,77
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2011,122
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2006,78
"National Beauty College","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2012,85
"National Beauty College","Denver","Certificate degree","Predominantly certificate-degree granting",,,,2010,81
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2009,114
"National Beauty College","Garland","Certificate degree","Predominantly certificate-degree granting",,,,2005,53
"National Beauty College","Canton","Certificate degree","Predominantly certificate-degree granting",,,,2012,108
"National Career College","Panorama City","Certificate degree","Predominantly certificate-degree granting",,,,2013,65
"National Career College","Panorama City","Certificate degree","Predominantly certificate-degree granting",,,,2011,36
"National Career College","Panorama City","Certificate degree","Predominantly certificate-degree granting",,,,2012,40
"National Career College","Panorama City","Certificate degree","Predominantly certificate-degree granting",,,,2010,31
"National Career Institute","East Orange","Certificate degree","Predominantly certificate-degree granting",,,,2011,148
"National Career Institute","East Orange","Certificate degree","Predominantly certificate-degree granting",,,,2013,230
"National Career Institute","East Orange","Certificate degree","Predominantly certificate-degree granting",,,,2012,151
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2009,31
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2007,31
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2010,31
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2005,36
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2011,18
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2013,36
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2008,30
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2012,34
"National Conservatory of Dramatic Arts","Washington","Certificate degree","Predominantly certificate-degree granting",,,,2006,24
"National Institute of Massotherapy","Akron","Certificate degree","Predominantly certificate-degree granting",,,,2007,100
"National Institute of Massotherapy","Akron","Certificate degree","Predominantly certificate-degree granting",,,,2005,153
"National Institute of Massotherapy","Akron","Certificate degree","Predominantly certificate-degree granting",,,,2006,133
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2009,684
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2013,678
"National Massage Therapy Institute","Philadelphia","Certificate degree","Predominantly certificate-degree granting",,,,2012,718
